_id,글램핑내부시설,기타부대시설,기타정보,기타주변이용가능시설,문의처,바닥형태(단위:면),사이트간격,사이트크기,안전시설현황,예약방법,운영기간,운영일,주변이용가능시설,주소,주요시설,카라반내부시설,캠프이름,캠핑장비대여,캠핑장유형,캠핑장환경,홈페이지,화로대
7337,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,010-9044-0274,,,,,,,,,경기 가평군 설악면 묵안로 29,,,엄소리오토캠핑장,,일반야영장,,,
7338,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,031-585-9520,,,,,,,,,경기 가평군 설악면 어비산길 11,,,블루래빗,,일반야영장,,,
7340,침대 TV 에어컨 냉장고 유무선인터넷 난방기구 취사도구,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,,온라인실시간예약,"봄,여름,가을,겨울",평일+주말,,경기 가평군 설악면 유명로 1939-26,글램핑시설(19면) 카라반(15면),"침대
TV
에어컨
냉장고
유무선인터넷
난방기구
내부화장실",새연글램핑카라반설악2호점,,"카라반,글램핑",산/민간,홈페이지바로가기새창으로,개별
7341,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,031-581-5355,,,,,,,,,경기 가평군 북면 화악산로 233,,,메타피아오래캠핑장,,일반야영장,/민간,,
7342,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,010-9174-4484,,,,,,,,,경기도 가평군 상면 항사리 523,,,파마스힐캠핑장,,일반야영장,,,
7343,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,031-584-2400,,,,,,,,,경기 가평군 상면 수목원로 262-34,,,앙티브,,일반야영장,/민간,,
7344,,사우나할인적용,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,031-770-7512,테크 (30),,,소화기 (15),"전화,온라인실시간예약","봄,여름,가을",평일+주말,,경기 양평군 개군면 신내길7번길 55,일반야영장(30면),,소노휴양평,,일반야영장,강/민간,홈페이지바로가기새창으로,개별
7345,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,031-774-4545,,,,,,,,,경기 양평군 옥천면 옥천체육공원길 4,,,더휴글램핑,,일반야영장,,,
7346,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,,,,,,경기 양평군 단월면 섬이길 274-12,,,산대분교공공캠핑장,,일반야영장,,,
7347,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,,,"봄,여름,가을,겨울",평일+주말,,강원 춘천시 남산면 햇골길 62,,,제이드별빛카라반캠핑장,,일반야영장,/민간,,개별
7348,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,02-749-4122,,,,,,,,,강원 춘천시 남산면 강촌로 145-20,,,강촌밸리,,일반야영장,,,
7351,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,010-8248-8266,,,,,,,평일+주말,,강원 춘천시 서면 방동1길 315,,,춘천하늘캠핑장,,일반야영장,,,개별
7352,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,033-262-1100,,,,,,,,,강원 춘천시 서면 율장길 122-28,,,강촌버즈글램핑(강촌팜핑),,일반야영장,,,
7353,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),출렁다리,033-731-4088,"파쇄석 (37)
테크 (32)",,,소화기 (69),온라인실시간예약,"봄,여름,가을",평일+주말,"계곡물놀이,산책로,운동장,강/물놀이,청소년체험시설",강원 원주시 지정면 소금산길 26,일반야영장(69면),,간현관광지캠핑장,,일반야영장,"산,강/지자체",홈페이지바로가기새창으로,개별
7355,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,010-7165-3007,,,,,,,,,강원 원주시 신림면 소야1길 72,,,피노키오관광농원야영장,,일반야영장,,,
7357,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,033-642-7171,,,,,,,,,강원 강릉시 사천면 해안로 940-12,,,베이스캠프,,일반야영장,,,
7358,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,033-633-5055,,,,,,,,,강원 속초시 장성천길 151 (장사동),,,속초밤하늘글램핑,,일반야영장,,,
7359,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,010-9456-5938,,,,,,,,,강원 홍천군 화촌면 작은도심리길 4-11,,,새연리조트글램핑홍천점(구어울림글램핑),,일반야영장,,,
7360,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,010-4065-9277,,,,,,"봄,여름,가을,겨울",평일+주말,,강원 홍천군 북방면 원소길 25,,,개똥이네캠핑장,,일반야영장,,,개별
7361,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,033-433-8529,,,,,,,,,강원 홍천군 내면 소한동길 301,,,J캠핑장,,일반야영장,,,
7362,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,010-3307-1000,,,,,,,,,강원 홍천군 내면 수유동길 635,,,홍천무네미별마루관광농원,,일반야영장,,,
7363,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,033-434-1080,,,,,,,,,강원 홍천군 두촌면 부채들길 29,,,가람리조트,,일반야영장,,,
7364,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,010-9497-1974,,,,,,,,,강원 홍천군 서석면 마리소리길 120,,,검산별빛캠핑장,,일반야영장,"산,숲",,
7365,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,033-436-0732,,,,,온라인실시간예약,"봄,여름,가을",평일+주말,계곡물놀이,강원 홍천군 서석면 검산길 263,,,용오름캠핑장,,일반야영장,계곡,홈페이지바로가기새창으로,개별
7368,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,033-434-2926,,,,,,,,,강원 홍천군 서면 한서로 347-5,,,예담숲,,일반야영장,,,
7369,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,033-436-1001,,,,,,,,,강원 홍천군 서면 마곡길 220,,,몬테리오,,일반야영장,,,
7370,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,"070-4118-1952,010-4189-1952",,,,,,,,,강원 횡성군 청일면 춘당로 232,,,횡성노다지야영장불타는삼촌,,일반야영장,,,
7372,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,070-7722-2548,,,,,온라인실시간예약,,,,강원 횡성군 갑천면 병지방길 2,일반야영장(45면),,선바위자연캠핑장,,일반야영장,계곡,,
7373,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,010-9856-0634,,,,,,,,,강원 횡성군 공근면 공근북로 122-100,,,나우캠핑장관광농원,,일반야영장,,,
7375,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,033-645-5857,,,,,,,,,강원 횡성군 서원면 압곡로 195,,,동당미펜션야영장,,일반야영장,,,
7379,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,,,,,,강원 영월군 중동면 직동로 970,,,동빈네캠핑장,,일반야영장,,,
7380,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,010-8288-3646,,,,,,"봄,여름,가을",평일+주말,,강원 영월군 무릉도원면 백년계곡길 177,,,백년펜션야영장,,일반야영장,,,개별
7381,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,033-372-0399,,,,,,,,,강원 영월군 무릉도원면 무릉법흥로 852-15,,,스카이펜션&캠핑장,,일반야영장,,,
7382,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,,,,,,강원 영월군 무릉도원면 무릉법흥로 852-21,,,다솜이야영장,,일반야영장,,,
7383,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,,,,,,강원 영월군 무릉도원면 도원운학로 591,,,청풍명월,,일반야영장,,,
7384,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,,,,,,강원 영월군 무릉도원면 새막골길 133,,,숲속의작은집,,일반야영장,/민간,,
7385,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,033-378-0180,,,,,"온라인실시간예약,현장","봄,여름,가을,겨울",평일+주말,계곡물놀이,강원 영월군 김삿갓면 내리계곡로 1039-18,일반야영장(50면),,내리계곡솔밭캠핑장,,일반야영장,계곡,홈페이지바로가기새창으로,개별
7386,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,010-8317-3824,,,,,,,,,강원 영월군 무릉도원면 무릉법흥로 1090,,,별이빛나는밤에펜션캠핑,,일반야영장,,,
7387,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,010-3949-9091,,,,,,,,,강원도 평창군 봉평면 진조리 338-11,,,평창태기산캠핑장펜션,,일반야영장,,,
7389,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,033-563-0303,,,,,,,,,강원 정선군 정선읍 청량길 14-2,,,가리왕산자건재,,일반야영장,,,
7390,,,반려동물 동반 가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,010-8239-1786,테크 (16),,,,,"봄,여름,가을",주말,"산책로,어린이놀이시설",강원 정선군 신동읍 연포길 544-6,일반야영장(16면),,연포분교야영장,,자동차야영장,강/민간,홈페이지바로가기새창으로,개별
7391,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,010-9442-2038,,,,,,,,,강원 철원군 근남면 하문수동1길 62-1,,,밤개울캠핑장,,일반야영장,,,
7394,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,010-4466-3015,,,,,,,,,강원 인제군 북면 만해로 224-28,,,폭포캠핑야영장,,일반야영장,,,
7401,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,,,"봄,여름,가을,겨울",평일+주말,,충북 제천시 봉양읍 배론성지길 167-52,,,배론의아침,,일반야영장,,홈페이지바로가기새창으로,개별
